position,name,type,varlab
1912,eQuint2_16,float,Ever enrolled: Age 16:Quintile 2
1913,eQuint3_16,float,Ever enrolled: Age 16:Quintile 3
1914,eQuint4_16,float,Ever enrolled: Age 16:Quintile 4
1915,eQuint5_16,float,Ever enrolled: Age 16:Richest quintile
1916,eQuint12_16,float,Ever enrolled: Age 16:Quintiles 1&2
1917,eQuint34_16,float,Ever enrolled: Age 16:Quintiles 3&4
1918,eQuint1x_16,float,Ever enrolled: Age 16:Poorest quintile
1919,eQuint2x_16,float,Ever enrolled: Age 16:Quintile 2
1920,eQuint3x_16,float,Ever enrolled: Age 16:Quintile 3
1921,eQuint4x_16,float,Ever enrolled: Age 16:Quintile 4
1922,eQuint5x_16,float,Ever enrolled: Age 16:Richest quintile
1923,eQuint12x_16,float,Ever enrolled: Age 16:Quintiles 1&2
1924,eQuint34x_16,float,Ever enrolled: Age 16:Quintiles 3&4
1925,eAll_17,float,Ever enrolled: Age 17:All
1926,eUrban_17,float,Ever enrolled: Age 17:Urban
1927,eRural_17,float,Ever enrolled: Age 17:Rural
1928,eMale_17,float,Ever enrolled: Age 17:Male
1929,eFemale_17,float,Ever enrolled: Age 17:Female
1930,eMalUrb_17,float,Ever enrolled: Age 17:Male Urban
1931,eMalRur_17,float,Ever enrolled: Age 17:Male Rural
1932,eFemUrb_17,float,Ever enrolled: Age 17:Female Urban
1933,eFemRur_17,float,Ever enrolled: Age 17:Female Rural
1934,eQuint1_17,float,Ever enrolled: Age 17:Poorest quintile
1935,eQuint2_17,float,Ever enrolled: Age 17:Quintile 2
1936,eQuint3_17,float,Ever enrolled: Age 17:Quintile 3
1937,eQuint4_17,float,Ever enrolled: Age 17:Quintile 4
1938,eQuint5_17,float,Ever enrolled: Age 17:Richest quintile
1939,eQuint12_17,float,Ever enrolled: Age 17:Quintiles 1&2
1940,eQuint34_17,float,Ever enrolled: Age 17:Quintiles 3&4
1941,eQuint1x_17,float,Ever enrolled: Age 17:Poorest quintile
1942,eQuint2x_17,float,Ever enrolled: Age 17:Quintile 2
1943,eQuint3x_17,float,Ever enrolled: Age 17:Quintile 3
1944,eQuint4x_17,float,Ever enrolled: Age 17:Quintile 4
1945,eQuint5x_17,float,Ever enrolled: Age 17:Richest quintile
1946,eQuint12x_17,float,Ever enrolled: Age 17:Quintiles 1&2
1947,eQuint34x_17,float,Ever enrolled: Age 17:Quintiles 3&4
1948,cAll_6,float,Currently enrolled: Age 6:All
1949,cUrban_6,float,Currently enrolled: Age 6:Urban
1950,cRural_6,float,Currently enrolled: Age 6:Rural
1951,cMale_6,float,Currently enrolled: Age 6:Male
1952,cFemale_6,float,Currently enrolled: Age 6:Female
1953,cMalUrb_6,float,Currently enrolled: Age 6:Male Urban
1954,cMalRur_6,float,Currently enrolled: Age 6:Male Rural
1955,cFemUrb_6,float,Currently enrolled: Age 6:Female Urban
1956,cFemRur_6,float,Currently enrolled: Age 6:Female Rural
1957,cQuint1_6,float,Currently enrolled: Age 6:Poorest quintile
1958,cQuint2_6,float,Currently enrolled: Age 6:Quintile 2
1959,cQuint3_6,float,Currently enrolled: Age 6:Quintile 3
1960,cQuint4_6,float,Currently enrolled: Age 6:Quintile 4
1961,cQuint5_6,float,Currently enrolled: Age 6:Richest quintile
1962,cQuint12_6,float,Currently enrolled: Age 6:Quintiles 1&2
1963,cQuint34_6,float,Currently enrolled: Age 6:Quintiles 3&4
1964,cQuint1x_6,float,Currently enrolled: Age 6:Poorest quintile
1965,cQuint2x_6,float,Currently enrolled: Age 6:Quintile 2
1966,cQuint3x_6,float,Currently enrolled: Age 6:Quintile 3
1967,cQuint4x_6,float,Currently enrolled: Age 6:Quintile 4
1968,cQuint5x_6,float,Currently enrolled: Age 6:Richest quintile
1969,cQuint12x_6,float,Currently enrolled: Age 6:Quintiles 1&2
1970,cQuint34x_6,float,Currently enrolled: Age 6:Quintiles 3&4
1971,cAll_7,float,Currently enrolled: Age 7:All
1972,cUrban_7,float,Currently enrolled: Age 7:Urban
1973,cRural_7,float,Currently enrolled: Age 7:Rural
1974,cMale_7,float,Currently enrolled: Age 7:Male
1975,cFemale_7,float,Currently enrolled: Age 7:Female
1976,cMalUrb_7,float,Currently enrolled: Age 7:Male Urban
1977,cMalRur_7,float,Currently enrolled: Age 7:Male Rural
1978,cFemUrb_7,float,Currently enrolled: Age 7:Female Urban
1979,cFemRur_7,float,Currently enrolled: Age 7:Female Rural
1980,cQuint1_7,float,Currently enrolled: Age 7:Poorest quintile
1981,cQuint2_7,float,Currently enrolled: Age 7:Quintile 2
1982,cQuint3_7,float,Currently enrolled: Age 7:Quintile 3
1983,cQuint4_7,float,Currently enrolled: Age 7:Quintile 4
1984,cQuint5_7,float,Currently enrolled: Age 7:Richest quintile
1985,cQuint12_7,float,Currently enrolled: Age 7:Quintiles 1&2
1986,cQuint34_7,float,Currently enrolled: Age 7:Quintiles 3&4
1987,cQuint1x_7,float,Currently enrolled: Age 7:Poorest quintile
1988,cQuint2x_7,float,Currently enrolled: Age 7:Quintile 2
1989,cQuint3x_7,float,Currently enrolled: Age 7:Quintile 3
1990,cQuint4x_7,float,Currently enrolled: Age 7:Quintile 4
1991,cQuint5x_7,float,Currently enrolled: Age 7:Richest quintile
1992,cQuint12x_7,float,Currently enrolled: Age 7:Quintiles 1&2
1993,cQuint34x_7,float,Currently enrolled: Age 7:Quintiles 3&4
1994,cAll_8,float,Currently enrolled: Age 8:All
1995,cUrban_8,float,Currently enrolled: Age 8:Urban
1996,cRural_8,float,Currently enrolled: Age 8:Rural
1997,cMale_8,float,Currently enrolled: Age 8:Male
1998,cFemale_8,float,Currently enrolled: Age 8:Female
1999,cMalUrb_8,float,Currently enrolled: Age 8:Male Urban
2000,cMalRur_8,float,Currently enrolled: Age 8:Male Rural
2001,cFemUrb_8,float,Currently enrolled: Age 8:Female Urban
2002,cFemRur_8,float,Currently enrolled: Age 8:Female Rural
2003,cQuint1_8,float,Currently enrolled: Age 8:Poorest quintile
2004,cQuint2_8,float,Currently enrolled: Age 8:Quintile 2
2005,cQuint3_8,float,Currently enrolled: Age 8:Quintile 3
2006,cQuint4_8,float,Currently enrolled: Age 8:Quintile 4
2007,cQuint5_8,float,Currently enrolled: Age 8:Richest quintile
2008,cQuint12_8,float,Currently enrolled: Age 8:Quintiles 1&2
2009,cQuint34_8,float,Currently enrolled: Age 8:Quintiles 3&4
2010,cQuint1x_8,float,Currently enrolled: Age 8:Poorest quintile
2011,cQuint2x_8,float,Currently enrolled: Age 8:Quintile 2
2012,cQuint3x_8,float,Currently enrolled: Age 8:Quintile 3
2013,cQuint4x_8,float,Currently enrolled: Age 8:Quintile 4
2014,cQuint5x_8,float,Currently enrolled: Age 8:Richest quintile
2015,cQuint12x_8,float,Currently enrolled: Age 8:Quintiles 1&2
2016,cQuint34x_8,float,Currently enrolled: Age 8:Quintiles 3&4
2017,cAll_9,float,Currently enrolled: Age 9:All
2018,cUrban_9,float,Currently enrolled: Age 9:Urban
2019,cRural_9,float,Currently enrolled: Age 9:Rural
2020,cMale_9,float,Currently enrolled: Age 9:Male
2021,cFemale_9,float,Currently enrolled: Age 9:Female
2022,cMalUrb_9,float,Currently enrolled: Age 9:Male Urban
2023,cMalRur_9,float,Currently enrolled: Age 9:Male Rural
2024,cFemUrb_9,float,Currently enrolled: Age 9:Female Urban
2025,cFemRur_9,float,Currently enrolled: Age 9:Female Rural
2026,cQuint1_9,float,Currently enrolled: Age 9:Poorest quintile
2027,cQuint2_9,float,Currently enrolled: Age 9:Quintile 2
2028,cQuint3_9,float,Currently enrolled: Age 9:Quintile 3
2029,cQuint4_9,float,Currently enrolled: Age 9:Quintile 4
2030,cQuint5_9,float,Currently enrolled: Age 9:Richest quintile
2031,cQuint12_9,float,Currently enrolled: Age 9:Quintiles 1&2
2032,cQuint34_9,float,Currently enrolled: Age 9:Quintiles 3&4
2033,cQuint1x_9,float,Currently enrolled: Age 9:Poorest quintile
2034,cQuint2x_9,float,Currently enrolled: Age 9:Quintile 2
2035,cQuint3x_9,float,Currently enrolled: Age 9:Quintile 3
2036,cQuint4x_9,float,Currently enrolled: Age 9:Quintile 4
2037,cQuint5x_9,float,Currently enrolled: Age 9:Richest quintile
2038,cQuint12x_9,float,Currently enrolled: Age 9:Quintiles 1&2
2039,cQuint34x_9,float,Currently enrolled: Age 9:Quintiles 3&4
2040,cAll_10,float,Currently enrolled: Age 10:All
2041,cUrban_10,float,Currently enrolled: Age 10:Urban
2042,cRural_10,float,Currently enrolled: Age 10:Rural
2043,cMale_10,float,Currently enrolled: Age 10:Male
2044,cFemale_10,float,Currently enrolled: Age 10:Female
2045,cMalUrb_10,float,Currently enrolled: Age 10:Male Urban
2046,cMalRur_10,float,Currently enrolled: Age 10:Male Rural
2047,cFemUrb_10,float,Currently enrolled: Age 10:Female Urban
2048,cFemRur_10,float,Currently enrolled: Age 10:Female Rural
2049,cQuint1_10,float,Currently enrolled: Age 10:Poorest quintile
2050,cQuint2_10,float,Currently enrolled: Age 10:Quintile 2
2051,cQuint3_10,float,Currently enrolled: Age 10:Quintile 3
2052,cQuint4_10,float,Currently enrolled: Age 10:Quintile 4
2053,cQuint5_10,float,Currently enrolled: Age 10:Richest quintile
2054,cQuint12_10,float,Currently enrolled: Age 10:Quintiles 1&2
2055,cQuint34_10,float,Currently enrolled: Age 10:Quintiles 3&4
2056,cQuint1x_10,float,Currently enrolled: Age 10:Poorest quintile
2057,cQuint2x_10,float,Currently enrolled: Age 10:Quintile 2
2058,cQuint3x_10,float,Currently enrolled: Age 10:Quintile 3
2059,cQuint4x_10,float,Currently enrolled: Age 10:Quintile 4
2060,cQuint5x_10,float,Currently enrolled: Age 10:Richest quintile
2061,cQuint12x_10,float,Currently enrolled: Age 10:Quintiles 1&2
2062,cQuint34x_10,float,Currently enrolled: Age 10:Quintiles 3&4
2063,cAll_11,float,Currently enrolled: Age 11:All
2064,cUrban_11,float,Currently enrolled: Age 11:Urban
2065,cRural_11,float,Currently enrolled: Age 11:Rural
2066,cMale_11,float,Currently enrolled: Age 11:Male
2067,cFemale_11,float,Currently enrolled: Age 11:Female
2068,cMalUrb_11,float,Currently enrolled: Age 11:Male Urban
2069,cMalRur_11,float,Currently enrolled: Age 11:Male Rural
2070,cFemUrb_11,float,Currently enrolled: Age 11:Female Urban
2071,cFemRur_11,float,Currently enrolled: Age 11:Female Rural
2072,cQuint1_11,float,Currently enrolled: Age 11:Poorest quintile
2073,cQuint2_11,float,Currently enrolled: Age 11:Quintile 2
2074,cQuint3_11,float,Currently enrolled: Age 11:Quintile 3
2075,cQuint4_11,float,Currently enrolled: Age 11:Quintile 4
2076,cQuint5_11,float,Currently enrolled: Age 11:Richest quintile
2077,cQuint12_11,float,Currently enrolled: Age 11:Quintiles 1&2
2078,cQuint34_11,float,Currently enrolled: Age 11:Quintiles 3&4
2079,cQuint1x_11,float,Currently enrolled: Age 11:Poorest quintile
2080,cQuint2x_11,float,Currently enrolled: Age 11:Quintile 2
2081,cQuint3x_11,float,Currently enrolled: Age 11:Quintile 3
2082,cQuint4x_11,float,Currently enrolled: Age 11:Quintile 4
2083,cQuint5x_11,float,Currently enrolled: Age 11:Richest quintile
2084,cQuint12x_11,float,Currently enrolled: Age 11:Quintiles 1&2
2085,cQuint34x_11,float,Currently enrolled: Age 11:Quintiles 3&4
2086,cAll_12,float,Currently enrolled: Age 12:All
2087,cUrban_12,float,Currently enrolled: Age 12:Urban
2088,cRural_12,float,Currently enrolled: Age 12:Rural
2089,cMale_12,float,Currently enrolled: Age 12:Male
2090,cFemale_12,float,Currently enrolled: Age 12:Female
2091,cMalUrb_12,float,Currently enrolled: Age 12:Male Urban
2092,cMalRur_12,float,Currently enrolled: Age 12:Male Rural
2093,cFemUrb_12,float,Currently enrolled: Age 12:Female Urban
2094,cFemRur_12,float,Currently enrolled: Age 12:Female Rural
2095,cQuint1_12,float,Currently enrolled: Age 12:Poorest quintile
2096,cQuint2_12,float,Currently enrolled: Age 12:Quintile 2
2097,cQuint3_12,float,Currently enrolled: Age 12:Quintile 3
2098,cQuint4_12,float,Currently enrolled: Age 12:Quintile 4
2099,cQuint5_12,float,Currently enrolled: Age 12:Richest quintile
2100,cQuint12_12,float,Currently enrolled: Age 12:Quintiles 1&2
2101,cQuint34_12,float,Currently enrolled: Age 12:Quintiles 3&4
2102,cQuint1x_12,float,Currently enrolled: Age 12:Poorest quintile
2103,cQuint2x_12,float,Currently enrolled: Age 12:Quintile 2
2104,cQuint3x_12,float,Currently enrolled: Age 12:Quintile 3
2105,cQuint4x_12,float,Currently enrolled: Age 12:Quintile 4
2106,cQuint5x_12,float,Currently enrolled: Age 12:Richest quintile
2107,cQuint12x_12,float,Currently enrolled: Age 12:Quintiles 1&2
2108,cQuint34x_12,float,Currently enrolled: Age 12:Quintiles 3&4
2109,cAll_13,float,Currently enrolled: Age 13:All
2110,cUrban_13,float,Currently enrolled: Age 13:Urban
2111,cRural_13,float,Currently enrolled: Age 13:Rural
2112,cMale_13,float,Currently enrolled: Age 13:Male
2113,cFemale_13,float,Currently enrolled: Age 13:Female
2114,cMalUrb_13,float,Currently enrolled: Age 13:Male Urban
2115,cMalRur_13,float,Currently enrolled: Age 13:Male Rural
2116,cFemUrb_13,float,Currently enrolled: Age 13:Female Urban
2117,cFemRur_13,float,Currently enrolled: Age 13:Female Rural
2118,cQuint1_13,float,Currently enrolled: Age 13:Poorest quintile
2119,cQuint2_13,float,Currently enrolled: Age 13:Quintile 2
2120,cQuint3_13,float,Currently enrolled: Age 13:Quintile 3
2121,cQuint4_13,float,Currently enrolled: Age 13:Quintile 4
2122,cQuint5_13,float,Currently enrolled: Age 13:Richest quintile
2123,cQuint12_13,float,Currently enrolled: Age 13:Quintiles 1&2
2124,cQuint34_13,float,Currently enrolled: Age 13:Quintiles 3&4
2125,cQuint1x_13,float,Currently enrolled: Age 13:Poorest quintile
2126,cQuint2x_13,float,Currently enrolled: Age 13:Quintile 2
2127,cQuint3x_13,float,Currently enrolled: Age 13:Quintile 3
2128,cQuint4x_13,float,Currently enrolled: Age 13:Quintile 4
2129,cQuint5x_13,float,Currently enrolled: Age 13:Richest quintile
2130,cQuint12x_13,float,Currently enrolled: Age 13:Quintiles 1&2
2131,cQuint34x_13,float,Currently enrolled: Age 13:Quintiles 3&4
2132,cAll_14,float,Currently enrolled: Age 14:All
2133,cUrban_14,float,Currently enrolled: Age 14:Urban
2134,cRural_14,float,Currently enrolled: Age 14:Rural
2135,cMale_14,float,Currently enrolled: Age 14:Male
2136,cFemale_14,float,Currently enrolled: Age 14:Female
2137,cMalUrb_14,float,Currently enrolled: Age 14:Male Urban
2138,cMalRur_14,float,Currently enrolled: Age 14:Male Rural
2139,cFemUrb_14,float,Currently enrolled: Age 14:Female Urban
2140,cFemRur_14,float,Currently enrolled: Age 14:Female Rural
2141,cQuint1_14,float,Currently enrolled: Age 14:Poorest quintile
2142,cQuint2_14,float,Currently enrolled: Age 14:Quintile 2
2143,cQuint3_14,float,Currently enrolled: Age 14:Quintile 3
2144,cQuint4_14,float,Currently enrolled: Age 14:Quintile 4
2145,cQuint5_14,float,Currently enrolled: Age 14:Richest quintile
2146,cQuint12_14,float,Currently enrolled: Age 14:Quintiles 1&2
2147,cQuint34_14,float,Currently enrolled: Age 14:Quintiles 3&4
2148,cQuint1x_14,float,Currently enrolled: Age 14:Poorest quintile
2149,cQuint2x_14,float,Currently enrolled: Age 14:Quintile 2
2150,cQuint3x_14,float,Currently enrolled: Age 14:Quintile 3
2151,cQuint4x_14,float,Currently enrolled: Age 14:Quintile 4
2152,cQuint5x_14,float,Currently enrolled: Age 14:Richest quintile
2153,cQuint12x_14,float,Currently enrolled: Age 14:Quintiles 1&2
2154,cQuint34x_14,float,Currently enrolled: Age 14:Quintiles 3&4
2155,cAll_15,float,Currently enrolled: Age 15:All
2156,cUrban_15,float,Currently enrolled: Age 15:Urban
2157,cRural_15,float,Currently enrolled: Age 15:Rural
2158,cMale_15,float,Currently enrolled: Age 15:Male
2159,cFemale_15,float,Currently enrolled: Age 15:Female
2160,cMalUrb_15,float,Currently enrolled: Age 15:Male Urban
2161,cMalRur_15,float,Currently enrolled: Age 15:Male Rural
2162,cFemUrb_15,float,Currently enrolled: Age 15:Female Urban
2163,cFemRur_15,float,Currently enrolled: Age 15:Female Rural
2164,cQuint1_15,float,Currently enrolled: Age 15:Poorest quintile
2165,cQuint2_15,float,Currently enrolled: Age 15:Quintile 2
2166,cQuint3_15,float,Currently enrolled: Age 15:Quintile 3
2167,cQuint4_15,float,Currently enrolled: Age 15:Quintile 4
2168,cQuint5_15,float,Currently enrolled: Age 15:Richest quintile
2169,cQuint12_15,float,Currently enrolled: Age 15:Quintiles 1&2
2170,cQuint34_15,float,Currently enrolled: Age 15:Quintiles 3&4
2171,cQuint1x_15,float,Currently enrolled: Age 15:Poorest quintile
2172,cQuint2x_15,float,Currently enrolled: Age 15:Quintile 2
2173,cQuint3x_15,float,Currently enrolled: Age 15:Quintile 3
2174,cQuint4x_15,float,Currently enrolled: Age 15:Quintile 4
2175,cQuint5x_15,float,Currently enrolled: Age 15:Richest quintile
2176,cQuint12x_15,float,Currently enrolled: Age 15:Quintiles 1&2
2177,cQuint34x_15,float,Currently enrolled: Age 15:Quintiles 3&4
2178,cAll_16,float,Currently enrolled: Age 16:All
2179,cUrban_16,float,Currently enrolled: Age 16:Urban
2180,cRural_16,float,Currently enrolled: Age 16:Rural
2181,cMale_16,float,Currently enrolled: Age 16:Male
2182,cFemale_16,float,Currently enrolled: Age 16:Female
2183,cMalUrb_16,float,Currently enrolled: Age 16:Male Urban
2184,cMalRur_16,float,Currently enrolled: Age 16:Male Rural
2185,cFemUrb_16,float,Currently enrolled: Age 16:Female Urban
2186,cFemRur_16,float,Currently enrolled: Age 16:Female Rural
2187,cQuint1_16,float,Currently enrolled: Age 16:Poorest quintile
2188,cQuint2_16,float,Currently enrolled: Age 16:Quintile 2
2189,cQuint3_16,float,Currently enrolled: Age 16:Quintile 3
2190,cQuint4_16,float,Currently enrolled: Age 16:Quintile 4
2191,cQuint5_16,float,Currently enrolled: Age 16:Richest quintile
2192,cQuint12_16,float,Currently enrolled: Age 16:Quintiles 1&2
2193,cQuint34_16,float,Currently enrolled: Age 16:Quintiles 3&4
2194,cQuint1x_16,float,Currently enrolled: Age 16:Poorest quintile
2195,cQuint2x_16,float,Currently enrolled: Age 16:Quintile 2
2196,cQuint3x_16,float,Currently enrolled: Age 16:Quintile 3
2197,cQuint4x_16,float,Currently enrolled: Age 16:Quintile 4
2198,cQuint5x_16,float,Currently enrolled: Age 16:Richest quintile
2199,cQuint12x_16,float,Currently enrolled: Age 16:Quintiles 1&2
2200,cQuint34x_16,float,Currently enrolled: Age 16:Quintiles 3&4
2201,cAll_17,float,Currently enrolled: Age 17:All
2202,cUrban_17,float,Currently enrolled: Age 17:Urban
2203,cRural_17,float,Currently enrolled: Age 17:Rural
2204,cMale_17,float,Currently enrolled: Age 17:Male
2205,cFemale_17,float,Currently enrolled: Age 17:Female
2206,cMalUrb_17,float,Currently enrolled: Age 17:Male Urban
2207,cMalRur_17,float,Currently enrolled: Age 17:Male Rural
2208,cFemUrb_17,float,Currently enrolled: Age 17:Female Urban
2209,cFemRur_17,float,Currently enrolled: Age 17:Female Rural
2210,cQuint1_17,float,Currently enrolled: Age 17:Poorest quintile
2211,cQuint2_17,float,Currently enrolled: Age 17:Quintile 2
2212,cQuint3_17,float,Currently enrolled: Age 17:Quintile 3
2213,cQuint4_17,float,Currently enrolled: Age 17:Quintile 4
2214,cQuint5_17,float,Currently enrolled: Age 17:Richest quintile
2215,cQuint12_17,float,Currently enrolled: Age 17:Quintiles 1&2
2216,cQuint34_17,float,Currently enrolled: Age 17:Quintiles 3&4
2217,cQuint1x_17,float,Currently enrolled: Age 17:Poorest quintile
2218,cQuint2x_17,float,Currently enrolled: Age 17:Quintile 2
2219,cQuint3x_17,float,Currently enrolled: Age 17:Quintile 3
2220,cQuint4x_17,float,Currently enrolled: Age 17:Quintile 4
2221,cQuint5x_17,float,Currently enrolled: Age 17:Richest quintile
2222,cQuint12x_17,float,Currently enrolled: Age 17:Quintiles 1&2
2223,cQuint34x_17,float,Currently enrolled: Age 17:Quintiles 3&4
2224,c611All,float,Currently enrolled: Ages 6-11:All
2225,c611Urban,float,Currently enrolled: Ages 6-11:Urban
2226,c611Rural,float,Currently enrolled: Ages 6-11:Rural
2227,c611Male,float,Currently enrolled: Ages 6-11:Male
2228,c611Female,float,Currently enrolled: Ages 6-11:Female
2229,c611MalUrb,float,Currently enrolled: Ages 6-11:Male Urban
2230,c611MalRur,float,Currently enrolled: Ages 6-11:Male Rural
2231,c611FemUrb,float,Currently enrolled: Ages 6-11:Female Urban
2232,c611FemRur,float,Currently enrolled: Ages 6-11:Female Rural
2233,c611Quint1,float,Currently enrolled: Ages 6-11:Poorest quintile
2234,c611Quint2,float,Currently enrolled: Ages 6-11:Quintile 2
2235,c611Quint3,float,Currently enrolled: Ages 6-11:Quintile 3
2236,c611Quint4,float,Currently enrolled: Ages 6-11:Quintile 4
2237,c611Quint5,float,Currently enrolled: Ages 6-11:Richest quintile
2238,c611Quint1M,float,Currently enrolled: Ages 6-11:Poorest quintile Male
2239,c611Quint2M,float,Currently enrolled: Ages 6-11:Quintile 2 Male
2240,c611Quint3M,float,Currently enrolled: Ages 6-11:Quintile 3 Male
2241,c611Quint4M,float,Currently enrolled: Ages 6-11:Quintile 4 Male
2242,c611Quint5M,float,Currently enrolled: Ages 6-11:Richest quintile Male
2243,c611Quint1F,float,Currently enrolled: Ages 6-11:Poorest quintile Female
2244,c611Quint2F,float,Currently enrolled: Ages 6-11:Quintile 2 Female
2245,c611Quint3F,float,Currently enrolled: Ages 6-11:Quintile 3 Female
2246,c611Quint4F,float,Currently enrolled: Ages 6-11:Quintile 4 Female
2247,c611Quint5F,float,Currently enrolled: Ages 6-11:Richest quintile Female
2248,c611Quint12,float,Currently enrolled: Ages 6-11:Quintiles 1&2
2249,c611Quint34,float,Currently enrolled: Ages 6-11:Quintiles 3&4
2250,c611Quint12M,float,Currently enrolled: Ages 6-11:Quintiles 1&2 Male
2251,c611Quint34M,float,Currently enrolled: Ages 6-11:Quintiles 3&4 Male
2252,c611Quint12F,float,Currently enrolled: Ages 6-11:Quintiles 1&2 Female
2253,c611Quint34F,float,Currently enrolled: Ages 6-11:Quintiles 3&4 Female
